session_id,user_id,has_buy,has_cart,has_fav,raw_sequence,compressed_sequence,raw_length,compressed_length
1000011_004,1000011,False,False,True,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→fav→pv,pv→fav→pv,13,3
1000011_005,1000011,False,False,False,pv,pv,1,1
1000011_006,1000011,False,False,False,pv→pv→pv→pv,pv,4,1
1000011_007,1000011,False,False,False,pv,pv,1,1
1000011_008,1000011,True,False,True,fav→pv→pv→pv→fav→pv→pv→pv→pv→pv→pv→pv→buy→pv→pv→pv,fav→pv→fav→pv→buy→pv,16,6
1000011_009,1000011,False,False,False,pv→pv,pv,2,1
1000011_010,1000011,False,False,False,pv,pv,1,1
1000011_011,1000011,False,False,False,pv→pv→pv,pv,3,1
1000011_012,1000011,False,False,False,pv→pv,pv,2,1
1000011_013,1000011,False,False,False,pv,pv,1,1
1000011_014,1000011,False,False,False,pv→pv→pv→pv,pv,4,1
1000011_015,1000011,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
1000011_016,1000011,False,False,False,pv,pv,1,1
1000011_017,1000011,False,False,False,pv,pv,1,1
1000011_018,1000011,False,False,False,pv→pv→pv,pv,3,1
1000011_019,1000011,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000011_020,1000011,False,False,False,pv→pv,pv,2,1
1000011_021,1000011,False,False,False,pv→pv→pv,pv,3,1
1000011_022,1000011,False,False,False,pv→pv→pv→pv→pv→pv→pv,pv,7,1
1000011_023,1000011,False,False,False,pv,pv,1,1
1000011_024,1000011,False,False,False,pv,pv,1,1
1000011_025,1000011,False,False,False,pv,pv,1,1
1000011_026,1000011,False,False,True,pv→fav→pv→pv→fav→pv,pv→fav→pv→fav→pv,6,5
1000011_027,1000011,False,False,True,fav,fav,1,1
1000011_028,1000011,False,False,True,fav,fav,1,1
1000011_029,1000011,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000011_030,1000011,False,False,True,fav,fav,1,1
1000027_001,1000027,False,False,False,pv,pv,1,1
1000027_002,1000027,False,True,False,cart,cart,1,1
1000027_003,1000027,True,False,False,buy,buy,1,1
1000027_004,1000027,False,False,False,pv→pv→pv,pv,3,1
1000027_005,1000027,False,True,False,cart→pv→cart→cart→cart→pv→pv→pv→pv→pv→pv,cart→pv→cart→pv,11,4
1000027_006,1000027,False,False,False,pv,pv,1,1
1000027_007,1000027,True,False,False,buy,buy,1,1
1000028_001,1000028,False,False,False,pv,pv,1,1
1000028_002,1000028,False,False,True,pv→pv→pv→pv→pv→pv→fav→pv→pv→pv→pv→pv→pv→pv→pv,pv→fav→pv,15,3
1000028_003,1000028,False,False,False,pv→pv→pv,pv,3,1
1000028_004,1000028,False,False,True,pv→pv→pv→fav→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv→fav→pv,15,3
1000028_005,1000028,False,True,True,pv→pv→pv→pv→pv→pv→pv→pv→fav→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv→fav→pv→cart→pv,34,5
1000028_006,1000028,True,False,False,pv→pv→buy→pv,pv→buy→pv,4,3
1000028_007,1000028,True,False,True,buy→pv→pv→pv→pv→pv→pv→fav,buy→pv→fav,8,3
1000028_008,1000028,False,False,False,pv,pv,1,1
1000028_009,1000028,False,False,False,pv→pv,pv,2,1
1000028_010,1000028,False,False,False,pv,pv,1,1
1000028_011,1000028,False,False,False,pv,pv,1,1
1000028_012,1000028,False,False,True,pv→pv→fav→pv→pv→fav→pv→pv→pv→pv,pv→fav→pv→fav→pv,10,5
1000028_013,1000028,True,False,False,buy,buy,1,1
1000028_014,1000028,True,False,False,pv→pv→pv→pv→buy,pv→buy,5,2
1000028_015,1000028,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→cart→cart→cart→pv→pv→cart→cart→cart→cart→pv→cart→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→cart→cart→pv→pv,pv→cart→pv→cart→pv→cart→pv→cart→pv→cart→pv,47,11
100002_001,100002,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,13,1
100002_002,100002,False,False,False,pv→pv→pv→pv→pv→pv→pv,pv,7,1
100002_003,100002,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
100002_004,100002,False,False,False,pv→pv→pv,pv,3,1
100002_005,100002,False,False,True,pv→pv→fav→pv,pv→fav→pv,4,3
100002_006,100002,False,False,True,fav,fav,1,1
100002_007,100002,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv,pv,8,1
100002_008,100002,False,False,False,pv→pv,pv,2,1
100002_009,100002,False,False,True,pv→pv→fav→pv,pv→fav→pv,4,3
100002_010,100002,False,False,False,pv→pv→pv,pv,3,1
100002_011,100002,False,False,False,pv,pv,1,1
100002_012,100002,False,False,True,fav,fav,1,1
100002_013,100002,False,False,False,pv,pv,1,1
100002_014,100002,False,False,False,pv→pv,pv,2,1
100002_015,100002,False,False,True,pv→fav→pv,pv→fav→pv,3,3
100002_016,100002,False,False,False,pv→pv→pv,pv,3,1
100002_017,100002,False,False,False,pv→pv,pv,2,1
100002_018,100002,True,False,False,buy,buy,1,1
100002_019,100002,False,False,False,pv→pv→pv,pv,3,1
100002_020,100002,False,False,False,pv,pv,1,1
100002_021,100002,False,False,False,pv→pv→pv,pv,3,1
100002_022,100002,False,False,False,pv,pv,1,1
100002_023,100002,False,False,False,pv→pv,pv,2,1
100002_024,100002,False,False,True,pv→fav→pv,pv→fav→pv,3,3
100002_025,100002,False,False,False,pv→pv→pv→pv,pv,4,1
100002_026,100002,False,False,False,pv→pv→pv,pv,3,1
100002_027,100002,False,False,True,fav→pv→pv→pv→pv→pv,fav→pv,6,2
100002_028,100002,False,False,False,pv,pv,1,1
1000037_001,1000037,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
1000037_002,1000037,False,False,False,pv→pv,pv,2,1
1000037_003,1000037,True,False,False,pv→pv→pv→buy→buy→pv,pv→buy→pv,6,3
1000037_004,1000037,True,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→buy→pv→pv→pv→pv→pv,pv→buy→pv,17,3
1000037_005,1000037,False,False,False,pv→pv→pv,pv,3,1
1000037_006,1000037,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,17,1
1000037_007,1000037,True,False,False,pv→buy→pv→pv→pv→pv,pv→buy→pv,6,3
1000037_008,1000037,False,False,True,pv→pv→pv→pv→pv→pv→fav→fav→pv→pv,pv→fav→pv,10,3
1000037_009,1000037,True,False,False,buy,buy,1,1
1000037_010,1000037,False,False,True,pv→pv→pv→pv→pv→pv→fav→pv→pv→pv→pv→pv→pv,pv→fav→pv,13,3
1000037_011,1000037,False,False,True,fav,fav,1,1
1000037_012,1000037,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000037_013,1000037,False,False,False,pv,pv,1,1
1000040_001,1000040,False,False,False,pv→pv→pv,pv,3,1
1000040_002,1000040,False,False,False,pv→pv→pv→pv→pv→pv→pv,pv,7,1
1000040_003,1000040,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,26,1
1000040_004,1000040,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,12,1
1000040_005,1000040,False,True,False,pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv→cart→pv,20,3
1000040_006,1000040,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,15,1
1000040_007,1000040,False,False,False,pv→pv,pv,2,1
1000040_008,1000040,False,False,False,pv→pv→pv,pv,3,1
1000040_009,1000040,False,True,False,cart→pv→pv→cart→pv→pv,cart→pv→cart→pv,6,4
1000040_010,1000040,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,14,1
1000040_011,1000040,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,19,1
1000040_012,1000040,False,True,False,pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv→cart→pv,13,3
1000040_013,1000040,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000040_014,1000040,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,41,1
1000040_015,1000040,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv,pv→cart→pv,14,3
1000040_016,1000040,False,False,False,pv→pv→pv→pv,pv,4,1
1000040_017,1000040,False,True,False,pv→pv→pv→cart,pv→cart,4,2
1000040_018,1000040,False,True,False,pv→pv→pv→cart→pv→pv→pv→pv,pv→cart→pv,8,3
1000040_019,1000040,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart,pv→cart→pv→cart→pv→cart,75,6
1000040_020,1000040,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,19,1
1000040_021,1000040,False,False,False,pv,pv,1,1
1000040_022,1000040,False,True,False,cart→pv→cart→pv→pv,cart→pv→cart→pv,5,4
1000040_023,1000040,False,True,False,pv→pv→pv→pv→cart→pv→cart→pv→pv→pv→pv,pv→cart→pv→cart→pv,11,5
1000040_024,1000040,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
1000040_025,1000040,False,False,False,pv,pv,1,1
1000040_026,1000040,False,False,False,pv,pv,1,1
1000040_027,1000040,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,9,1
1000040_028,1000040,False,True,False,pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv→cart→pv,21,3
1000040_029,1000040,False,False,False,pv,pv,1,1
1000040_030,1000040,False,True,False,pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv,pv→cart→pv,14,3
1000040_031,1000040,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
1000040_032,1000040,False,False,False,pv→pv→pv,pv,3,1
1000040_033,1000040,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,15,1
1000040_034,1000040,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv,pv→cart→pv,31,3
1000040_035,1000040,False,True,False,cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv,cart→pv→cart→pv,31,4
1000045_001,1000045,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,23,1
1000045_002,1000045,False,False,False,pv→pv→pv,pv,3,1
1000045_003,1000045,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,13,1
1000045_004,1000045,False,False,False,pv→pv,pv,2,1
1000045_005,1000045,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,22,1
1000045_006,1000045,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,19,1
1000045_007,1000045,False,False,False,pv,pv,1,1
1000045_008,1000045,False,False,False,pv,pv,1,1
1000045_009,1000045,False,False,False,pv→pv,pv,2,1
1000045_010,1000045,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,17,1
1000045_011,1000045,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000045_012,1000045,False,False,False,pv→pv→pv,pv,3,1
1000054_001,1000054,False,False,False,pv,pv,1,1
1000054_002,1000054,False,False,False,pv→pv→pv→pv,pv,4,1
1000054_003,1000054,False,False,False,pv→pv,pv,2,1
1000054_004,1000054,False,False,False,pv→pv→pv,pv,3,1
1000054_005,1000054,True,False,False,buy,buy,1,1
1000054_006,1000054,False,False,False,pv,pv,1,1
1000054_007,1000054,True,False,False,pv→pv→buy,pv→buy,3,2
1000054_008,1000054,False,False,False,pv→pv,pv,2,1
1000054_009,1000054,True,False,False,pv→pv→pv→buy,pv→buy,4,2
1000054_010,1000054,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000054_011,1000054,False,False,False,pv→pv→pv→pv→pv→pv→pv,pv,7,1
1000054_012,1000054,True,False,False,buy,buy,1,1
1000054_013,1000054,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,10,1
1000054_014,1000054,False,False,False,pv,pv,1,1
1000059_001,1000059,False,False,False,pv→pv→pv→pv→pv→pv→pv,pv,7,1
1000059_002,1000059,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,29,1
1000059_003,1000059,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,16,1
1000059_004,1000059,False,False,False,pv,pv,1,1
1000059_005,1000059,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv,pv→cart→pv→cart→pv,30,5
1000059_006,1000059,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
1000059_007,1000059,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,19,1
1000059_008,1000059,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→cart→pv→pv→cart→pv→pv→pv,pv→cart→pv→cart→pv→cart→pv,22,7
1000059_009,1000059,False,False,False,pv→pv→pv→pv→pv→pv→pv,pv,7,1
1000059_010,1000059,False,True,False,pv→cart,pv→cart,2,2
1000059_011,1000059,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv→cart→pv→cart→pv,33,5
1000059_012,1000059,False,False,False,pv,pv,1,1
1000059_013,1000059,False,True,False,pv→pv→pv→pv→pv→cart→pv→pv,pv→cart→pv,8,3
1000059_014,1000059,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→cart→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv,pv→cart→pv→cart→pv→cart→pv→cart→pv,37,9
1000059_015,1000059,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv→cart→pv,22,3
1000059_016,1000059,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000059_017,1000059,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
1000059_018,1000059,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,13,1
1000059_019,1000059,False,True,False,pv→pv→pv→pv→pv→pv→cart→pv→pv→pv→pv→cart→pv→pv→pv,pv→cart→pv→cart→pv,15,5
1000060_001,1000060,False,False,False,pv,pv,1,1
1000060_002,1000060,False,True,False,pv→pv→cart→pv→pv→cart,pv→cart→pv→cart,6,4
1000060_003,1000060,False,False,False,pv→pv,pv,2,1
1000060_004,1000060,False,True,False,pv→cart,pv→cart,2,2
1000060_005,1000060,False,True,False,cart,cart,1,1
1000060_006,1000060,False,True,False,cart→pv→pv→pv,cart→pv,4,2
1000060_007,1000060,False,True,False,cart,cart,1,1
1000060_008,1000060,True,False,False,pv→pv→pv→pv→pv→buy,pv→buy,6,2
1000060_009,1000060,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,10,1
1000060_010,1000060,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000060_011,1000060,False,True,False,pv→pv→pv→pv→cart,pv→cart,5,2
1000060_012,1000060,False,False,False,pv,pv,1,1
1000060_013,1000060,False,False,False,pv,pv,1,1
1000060_014,1000060,False,False,False,pv,pv,1,1
1000061_001,1000061,False,False,False,pv,pv,1,1
1000061_002,1000061,False,False,False,pv,pv,1,1
1000061_003,1000061,False,True,False,pv→cart→cart,pv→cart,3,2
1000061_004,1000061,True,False,False,buy→pv→pv,buy→pv,3,2
1000061_005,1000061,False,False,False,pv→pv,pv,2,1
1000061_006,1000061,False,False,False,pv,pv,1,1
1000061_007,1000061,False,False,False,pv,pv,1,1
1000061_008,1000061,False,False,False,pv,pv,1,1
1000061_009,1000061,False,True,False,cart→pv→pv→pv→cart→cart,cart→pv→cart,6,3
1000061_010,1000061,False,False,False,pv,pv,1,1
1000061_011,1000061,False,False,False,pv,pv,1,1
1000061_012,1000061,False,True,False,cart,cart,1,1
1000061_013,1000061,False,False,False,pv,pv,1,1
1000061_014,1000061,False,False,False,pv→pv→pv→pv,pv,4,1
1000061_015,1000061,False,False,False,pv,pv,1,1
1000061_016,1000061,False,False,False,pv→pv,pv,2,1
1000061_017,1000061,False,True,False,cart,cart,1,1
1000061_018,1000061,False,False,False,pv,pv,1,1
1000061_019,1000061,True,True,False,buy→pv→pv→cart→pv→pv→pv→buy,buy→pv→cart→pv→buy,8,5
1000070_001,1000070,False,True,False,cart→pv→pv→pv,cart→pv,4,2
1000070_002,1000070,False,True,False,pv→cart→cart→pv→pv→pv→pv→pv,pv→cart→pv,8,3
1000070_003,1000070,False,False,False,pv→pv→pv,pv,3,1
1000070_004,1000070,False,True,False,pv→pv→pv→cart→pv→pv→pv→pv,pv→cart→pv,8,3
1000070_005,1000070,False,False,False,pv,pv,1,1
1000070_006,1000070,True,True,False,buy→pv→pv→pv→cart,buy→pv→cart,5,3
1000070_007,1000070,False,False,False,pv→pv,pv,2,1
1000070_008,1000070,False,False,False,pv,pv,1,1
1000070_009,1000070,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000070_010,1000070,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,31,1
1000070_011,1000070,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,12,1
1000070_012,1000070,False,False,False,pv,pv,1,1
1000070_013,1000070,False,True,False,pv→pv→pv→pv→pv→pv→cart→pv,pv→cart→pv,8,3
1000070_014,1000070,False,False,False,pv→pv→pv→pv→pv→pv,pv,6,1
1000070_015,1000070,False,False,False,pv→pv→pv,pv,3,1
1000082_001,1000082,False,False,False,pv→pv→pv,pv,3,1
1000082_002,1000082,False,False,False,pv→pv,pv,2,1
1000082_003,1000082,False,True,False,pv→pv→pv→cart,pv→cart,4,2
1000082_004,1000082,False,False,False,pv→pv→pv→pv,pv,4,1
1000082_005,1000082,False,False,False,pv→pv→pv→pv,pv,4,1
1000082_006,1000082,False,True,False,pv→pv→pv→cart→pv→cart→pv→pv→pv→pv,pv→cart→pv→cart→pv,10,5
1000082_007,1000082,False,False,False,pv,pv,1,1
1000082_008,1000082,False,False,False,pv→pv→pv→pv→pv→pv→pv,pv,7,1
1000082_009,1000082,False,False,False,pv,pv,1,1
1000082_010,1000082,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,27,1
1000082_011,1000082,False,False,False,pv,pv,1,1
1000082_012,1000082,False,False,False,pv,pv,1,1
1000082_013,1000082,False,False,False,pv→pv→pv,pv,3,1
1000082_014,1000082,False,True,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→cart→pv→pv→cart→pv,pv→cart→pv→cart→pv,22,5
1000082_015,1000082,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,10,1
1000082_016,1000082,False,True,False,pv→pv→pv→cart→cart→pv→cart→pv,pv→cart→pv→cart→pv,8,5
1000082_017,1000082,False,False,False,pv,pv,1,1
1000082_018,1000082,False,False,False,pv→pv→pv→pv→pv→pv→pv,pv,7,1
1000082_019,1000082,False,False,False,pv→pv→pv,pv,3,1
1000084_001,1000084,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv,pv,8,1
1000084_002,1000084,False,False,False,pv,pv,1,1
1000084_003,1000084,False,True,False,pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv→cart→pv,11,3
1000084_004,1000084,False,False,False,pv,pv,1,1
1000084_005,1000084,True,True,True,cart→buy→pv→pv→cart→fav→fav→pv→fav→pv,cart→buy→pv→cart→fav→pv→fav→pv,10,8
1000084_006,1000084,False,False,False,pv,pv,1,1
1000084_007,1000084,False,False,False,pv,pv,1,1
1000084_008,1000084,False,False,False,pv,pv,1,1
1000084_009,1000084,False,True,False,cart→pv→pv→pv,cart→pv,4,2
1000084_010,1000084,True,False,False,pv→pv→pv→pv→pv→pv→pv→pv→buy→buy→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→buy→pv→pv→pv,pv→buy→pv→buy→pv,31,5
1000084_011,1000084,False,True,False,pv→pv→pv→pv→cart→pv→pv→pv→pv→pv,pv→cart→pv,10,3
1000084_012,1000084,False,True,False,cart→cart→pv,cart→pv,3,2
1000084_013,1000084,False,False,False,pv,pv,1,1
1000084_014,1000084,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,12,1
1000084_015,1000084,False,True,False,pv→pv→cart,pv→cart,3,2
1000084_016,1000084,False,False,False,pv→pv,pv,2,1
1000084_017,1000084,False,True,False,pv→cart→pv,pv→cart→pv,3,3
1000084_018,1000084,False,False,False,pv,pv,1,1
1000084_019,1000084,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000084_020,1000084,True,False,False,pv→pv→buy,pv→buy,3,2
1000084_021,1000084,False,True,False,cart→pv→pv→pv→pv→pv→pv→pv→pv→pv,cart→pv,10,2
1000084_022,1000084,False,True,False,cart,cart,1,1
1000084_023,1000084,False,False,True,fav→fav,fav,2,1
1000084_024,1000084,False,False,False,pv,pv,1,1
1000084_025,1000084,False,False,False,pv→pv→pv→pv→pv,pv,5,1
1000084_026,1000084,False,False,False,pv,pv,1,1
1000084_027,1000084,False,False,False,pv→pv→pv→pv,pv,4,1
1000084_028,1000084,False,True,True,pv→pv→pv→pv→pv→fav→pv→pv→pv→cart→pv,pv→fav→pv→cart→pv,11,5
1000084_029,1000084,False,False,False,pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv,18,1
1000084_030,1000084,False,True,False,pv→cart,pv→cart,2,2
1000084_031,1000084,False,False,False,pv→pv,pv,2,1
1000084_032,1000084,False,False,False,pv→pv→pv→pv,pv,4,1
1000084_033,1000084,True,True,True,pv→pv→pv→pv→pv→pv→fav→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv→fav→pv→fav→pv→cart→pv→pv→pv→pv→pv→pv→pv→pv→buy,pv→fav→pv→fav→pv→fav→pv→cart→pv→buy,34,10
1000084_034,1000084,False,True,False,pv→pv→pv→cart→pv→pv→pv→pv→pv→pv→pv,pv→cart→pv,11,3
1000084_035,1000084,True,False,False,pv→buy,pv→buy,2,2
1000084_036,1000084,False,True,False,pv→pv→cart→cart→pv→pv→pv→pv→pv→pv→pv→pv→pv→pv,pv→cart→pv,14,3
1000084_037,1000084,False,True,True,pv→pv→pv→fav→cart→pv→pv→pv→cart→pv→cart→pv→pv,pv→fav→cart→pv→cart→pv→cart→pv,13,8
1000085_001,1000085,False,True,False,cart→pv,cart→pv,2,2
1000085_002,1000085,False,True,False,pv→pv→cart→pv,pv→cart→pv,4,3
1000085_003,1000085,False,False,False,pv→pv→pv,pv,3,1
